Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Return_Probability,Return_Risk
1250,1250,1250,152,102,1,374.02,3,1,1,-49.0,68,0,47,1,2,13.97,0.2526216733636977,Low
1251,1251,1251,112,365,0,54.91,4,0,1,255.0,36,0,85,0,0,45.65,0.9487284193429044,High
1252,1252,1252,415,574,0,117.49,3,1,1,161.0,24,0,19,0,2,35.55,0.9999966064544606,High
1253,1253,1253,667,123,1,356.39,4,1,1,-543.0,70,1,19,2,2,29.49,0.9986569788783352,High
1254,1254,1254,31,456,0,287.54,2,1,1,427.0,26,1,54,1,2,5.36,0.9855796350131558,High
1255,1255,1255,295,589,1,344.03,4,1,1,296.0,57,1,88,0,2,41.24,0.9996845281540543,High
1256,1256,1256,110,157,4,284.52,5,3,1,49.0,31,1,25,1,0,20.81,0.7945963485263474,High
1257,1257,1257,291,119,2,474.72,2,1,0,1.4536817102137767,64,1,18,3,1,17.98,0.027342977328474315,Low
1258,1258,1258,10,119,4,485.04,1,1,0,1.4536817102137767,29,0,40,2,1,44.55,0.6202655985308334,Low
1259,1259,1259,396,695,2,385.09,4,0,1,301.0,38,1,43,1,0,33.45,0.9999903470901333,High
1260,1260,1260,188,119,2,476.39,3,1,0,1.4536817102137767,40,0,99,2,0,37.74,0.0936066021712819,Low
1261,1261,1261,230,119,3,15.16,4,1,0,1.4536817102137767,29,1,82,3,1,26.45,0.09678653679138843,Low
1262,1262,1262,69,119,3,429.53,3,1,0,1.4536817102137767,24,1,77,2,1,2.0,0.4440518519188598,Low
1263,1263,1263,628,675,0,290.07,5,2,1,49.0,35,1,26,1,0,7.6,0.9999999747716066,High
1264,1264,1264,317,119,2,221.24,4,1,0,1.4536817102137767,23,0,10,1,1,12.1,0.14284312931088652,Low
1265,1265,1265,151,609,1,103.32,5,0,1,460.0,26,0,31,1,0,3.87,0.9996719298788086,High
1266,1266,1266,130,55,2,69.91,3,2,1,-75.0,25,1,11,2,1,37.71,0.5537839661200175,Low
1267,1267,1267,115,119,2,200.49,1,1,0,1.4536817102137767,60,1,88,1,0,25.86,0.34078594273486323,Low
1268,1268,1268,140,119,0,401.15,4,1,0,1.4536817102137767,20,1,81,0,2,13.94,0.34119389579396203,Low
1269,1269,1269,572,363,1,179.2,1,3,1,-207.0,30,1,12,0,1,19.86,0.9999989868232075,High
1270,1270,1270,402,119,4,186.24,2,1,0,1.4536817102137767,46,1,57,3,0,38.68,0.011508037277975693,Low
1271,1271,1271,522,222,0,149.64,1,0,1,-298.0,52,0,55,3,0,30.06,0.999203163026879,High
1272,1272,1272,34,119,2,419.69,4,1,0,1.4536817102137767,25,0,25,0,2,31.74,0.6271052667695016,Low
1273,1273,1273,203,119,4,238.44,2,1,0,1.4536817102137767,21,1,50,0,0,14.15,0.3888717259934525,Low
1274,1274,1274,235,514,1,294.19,2,0,1,281.0,29,1,35,2,1,46.26,0.9988704636455344,High
1275,1275,1275,0,114,2,69.83,1,1,1,115.0,48,1,77,2,1,28.03,0.08469146900878854,Low
1276,1276,1276,702,119,3,25.95,4,1,0,1.4536817102137767,29,1,22,3,1,11.57,0.000984928536561875,Low
1277,1277,1277,383,119,2,109.36,1,1,0,1.4536817102137767,47,1,66,0,1,16.26,0.05574571138639339,Low
1278,1278,1278,663,119,4,325.63,1,1,0,1.4536817102137767,32,1,63,1,1,14.99,0.0014104484713849481,Low
1279,1279,1279,637,119,0,378.63,5,1,0,1.4536817102137767,67,1,77,0,2,0.96,0.0004193569719399983,Low
1280,1280,1280,499,119,0,107.57,3,1,0,1.4536817102137767,33,1,74,0,0,3.32,0.026855027266131048,Low
1281,1281,1281,498,444,4,400.2,5,2,1,-52.0,47,0,34,3,2,1.56,0.9999527087692968,High
1282,1282,1282,210,119,2,131.83,1,1,0,1.4536817102137767,43,1,86,0,1,32.67,0.23166527948429594,Low
1283,1283,1283,123,347,2,477.28,1,0,1,226.0,39,1,9,3,1,4.4,0.9224649438734435,High
1284,1284,1284,424,119,2,342.7,1,1,0,1.4536817102137767,68,1,5,1,1,21.71,0.014962318453754689,Low
1285,1285,1285,702,119,2,395.65,2,1,0,1.4536817102137767,69,0,40,1,1,3.4,0.0005117104050450296,Low
1286,1286,1286,388,471,2,440.66,2,2,1,85.0,45,0,1,0,2,32.58,0.9999634848556644,High
1287,1287,1287,510,238,0,490.26,5,2,1,-270.0,46,1,98,2,0,45.72,0.9986302355955755,High
1288,1288,1288,543,119,3,191.2,3,1,0,1.4536817102137767,64,1,63,1,1,23.78,0.0017171295063104582,Low
1289,1289,1289,71,716,0,205.75,4,3,1,647.0,45,1,65,1,0,13.56,0.999950864973772,High
1290,1290,1290,157,566,3,160.06,5,1,1,411.0,68,1,86,2,2,37.27,0.9904652184566123,High
1291,1291,1291,595,118,2,322.17,2,1,1,-476.0,44,1,12,0,1,26.4,0.9993822134276347,High
1292,1292,1292,479,117,4,98.56,2,3,1,-361.0,57,1,25,3,1,17.97,0.9983136135760035,High
1293,1293,1293,703,119,4,432.29,5,1,0,1.4536817102137767,51,1,61,3,2,25.95,6.0692500258777885e-05,Low
1294,1294,1294,536,694,1,487.28,2,0,1,160.0,55,1,23,2,1,45.44,0.9999982613436655,High
1295,1295,1295,96,326,2,499.66,5,2,1,232.0,50,0,88,2,2,40.42,0.7187338551092884,High
1296,1296,1296,290,119,3,405.91,1,1,0,1.4536817102137767,44,1,34,2,1,13.78,0.07066483026217846,Low
1297,1297,1297,321,516,3,72.26,1,2,1,197.0,24,1,82,2,2,20.79,0.9999619466576669,High
1298,1298,1298,586,496,0,182.15,5,0,1,-88.0,64,1,91,0,2,19.52,0.9999769144253249,High
1299,1299,1299,635,119,4,279.73,3,1,0,1.4536817102137767,56,1,17,1,1,11.21,0.0009703104666423345,Low
1300,1300,1300,154,119,3,274.08,3,1,0,1.4536817102137767,57,1,91,1,1,22.55,0.10982683365189658,Low
1301,1301,1301,525,119,4,66.96,1,1,0,1.4536817102137767,42,0,98,3,0,19.22,0.006450918607058519,Low
1302,1302,1302,511,119,2,436.55,3,1,0,1.4536817102137767,50,0,84,1,1,11.53,0.0033788517054488708,Low
1303,1303,1303,552,426,2,396.25,2,3,1,-124.0,43,0,24,1,0,32.93,0.999998032782427,High
1304,1304,1304,309,119,2,129.12,5,1,0,1.4536817102137767,22,1,73,2,1,28.1,0.046577598461431946,Low
1305,1305,1305,231,721,4,129.02,1,3,1,492.0,48,0,40,3,0,26.04,0.9999966377762656,High
1306,1306,1306,35,452,2,81.4,2,1,1,419.0,61,1,73,3,1,23.53,0.9332574145226401,High
1307,1307,1307,291,119,4,338.09,2,1,0,1.4536817102137767,44,0,95,3,0,39.13,0.0281835943442624,Low
1308,1308,1308,334,119,2,73.52,3,1,0,1.4536817102137767,47,0,14,0,0,8.22,0.1597610532163349,Low
1309,1309,1309,282,277,2,237.03,2,0,1,-3.0,60,0,4,2,0,15.74,0.9831350453941102,High
1310,1310,1310,653,106,0,390.61,2,0,1,-546.0,51,1,69,2,0,12.16,0.9988330385567455,High
1311,1311,1311,627,119,4,478.23,5,1,0,1.4536817102137767,35,0,91,1,1,36.67,0.0003419071590069132,Low
1312,1312,1312,444,115,2,334.41,4,1,1,-328.0,62,1,73,3,1,41.42,0.920009547152434,High
1313,1313,1313,616,572,3,65.56,5,1,1,-42.0,46,1,92,3,0,23.99,0.9999982045866748,High
1314,1314,1314,616,119,3,196.95,5,1,0,1.4536817102137767,63,0,71,3,0,27.83,0.00040847047054329245,Low
1315,1315,1315,231,119,3,186.63,3,1,0,1.4536817102137767,21,0,58,1,2,13.71,0.22224561852423894,Low
1316,1316,1316,167,408,4,17.34,3,3,1,243.0,51,0,40,1,0,1.24,0.9991823000585361,High
1317,1317,1317,607,119,0,427.78,2,1,0,1.4536817102137767,38,0,92,3,1,10.0,0.0018682287105020842,Low
1318,1318,1318,607,119,1,272.88,2,1,0,1.4536817102137767,44,1,50,0,0,17.08,0.004425123240922999,Low
1319,1319,1319,666,119,2,68.67,2,1,0,1.4536817102137767,23,0,93,0,0,9.78,0.005451172274758551,Low
1320,1320,1320,143,560,0,413.02,1,1,1,419.0,30,0,10,1,1,26.61,0.999678035745089,High
1321,1321,1321,240,238,0,428.28,3,0,1,0.0,62,1,83,3,0,1.41,0.8067808180329388,High
1322,1322,1322,361,119,0,111.84,4,1,0,1.4536817102137767,37,0,53,1,2,39.06,0.039758411949159495,Low
1323,1323,1323,196,20,3,485.02,4,0,1,-176.0,60,1,98,2,0,35.2,0.019980035964589613,Low
1324,1324,1324,446,90,0,488.99,4,3,1,-355.0,19,0,50,3,0,32.5,0.9972698884168573,High
1325,1325,1325,181,478,1,482.67,3,0,1,299.0,69,0,39,1,2,36.74,0.9787584637386131,High
1326,1326,1326,345,31,4,264.37,3,1,1,-314.0,54,0,95,2,0,12.01,0.7054724513699204,High
1327,1327,1327,491,119,3,234.86,4,1,0,1.4536817102137767,30,1,96,3,2,29.79,0.0021243225995376475,Low
1328,1328,1328,378,296,0,325.21,5,0,1,-80.0,63,0,79,1,2,28.96,0.9818857050090851,High
1329,1329,1329,659,119,0,152.9,5,1,0,1.4536817102137767,66,1,10,3,2,47.87,0.000255674866164289,Low
1330,1330,1330,27,165,4,144.88,1,2,1,140.0,19,0,24,3,2,29.83,0.5740243708301507,Low
1331,1331,1331,373,722,2,6.29,2,2,1,351.0,24,1,64,0,0,42.91,0.9999996814488255,High
1332,1332,1332,526,119,4,81.78,5,1,0,1.4536817102137767,18,0,65,2,1,16.89,0.005884309209075057,Low
1333,1333,1333,363,720,3,423.3,3,0,1,359.0,67,1,48,2,0,38.11,0.9999640564756644,High
1334,1334,1334,377,311,3,359.01,3,2,1,-64.0,67,1,49,2,1,33.89,0.9967218741297661,High
1335,1335,1335,192,620,0,63.69,5,3,1,430.0,33,0,42,0,0,21.45,0.999987222149823,High
1336,1336,1336,363,45,3,25.92,1,2,1,-318.0,41,1,66,3,0,14.41,0.9732642098874421,High
1337,1337,1337,169,406,0,484.0,2,2,1,239.0,29,1,58,3,1,22.12,0.9957558578182112,High
1338,1338,1338,270,119,1,144.89,2,1,0,1.4536817102137767,62,0,11,0,2,22.92,0.14746351878531194,Low
1339,1339,1339,693,119,1,113.07,1,1,0,1.4536817102137767,26,0,92,3,0,4.66,0.0029713560437021574,Low
1340,1340,1340,307,119,2,157.64,5,1,0,1.4536817102137767,50,0,91,1,0,49.07,0.024343959061687265,Low
1341,1341,1341,536,411,1,44.84,2,0,1,-123.0,27,1,29,3,2,29.25,0.9999689323864103,High
1342,1342,1342,375,119,3,27.5,1,1,0,1.4536817102137767,26,0,24,2,1,27.83,0.1118447316085731,Low
1343,1343,1343,209,289,4,420.2,1,1,1,82.0,41,1,69,1,1,49.1,0.9370052804917256,High
1344,1344,1344,450,119,0,8.67,2,1,0,1.4536817102137767,26,0,47,3,0,13.9,0.06662823537673204,Low
1345,1345,1345,264,450,3,438.38,1,0,1,188.0,37,1,57,2,1,21.76,0.9969751282538728,High
1346,1346,1346,382,51,2,332.46,5,2,1,-331.0,58,0,80,1,0,20.84,0.9131053230267363,High
1347,1347,1347,259,353,1,402.57,1,1,1,96.0,43,1,49,1,2,48.53,0.9927700925339756,High
1348,1348,1348,71,684,3,409.96,3,2,1,615.0,65,1,22,0,1,8.89,0.999561154106004,High
1349,1349,1349,592,119,2,498.39,5,1,0,1.4536817102137767,67,1,17,1,1,35.49,0.00039719732873113467,Low
1350,1350,1350,564,119,0,14.24,4,1,0,1.4536817102137767,49,1,14,2,1,12.32,0.005770706075436956,Low
1351,1351,1351,89,119,1,476.67,4,1,0,1.4536817102137767,43,1,7,0,0,48.98,0.3736581611655274,Low
1352,1352,1352,131,541,4,140.34,1,0,1,412.0,43,0,24,3,1,26.31,0.9966339077979645,High
1353,1353,1353,383,119,1,484.68,4,1,0,1.4536817102137767,69,1,39,1,1,12.83,0.007605891549415713,Low
1354,1354,1354,70,119,3,65.67,3,1,0,1.4536817102137767,39,0,76,1,0,29.38,0.5922295484504453,Low
1355,1355,1355,155,119,0,261.78,3,1,0,1.4536817102137767,64,1,70,1,1,42.45,0.1286871388317654,Low
1356,1356,1356,627,618,4,326.0,2,0,1,-7.0,32,0,21,1,1,1.75,0.9999997484261989,High
1357,1357,1357,89,652,4,339.72,1,1,1,565.0,43,1,11,0,0,44.11,0.9995190273080126,High
1358,1358,1358,707,119,2,96.21,1,1,0,1.4536817102137767,30,1,53,3,0,10.82,0.001968688308561884,Low
1359,1359,1359,582,422,2,243.28,3,1,1,-158.0,33,0,92,1,2,30.08,0.9999860518889344,High
1360,1360,1360,37,102,2,363.26,4,0,1,66.0,52,0,4,2,0,46.42,0.027839799489750364,Low
1361,1361,1361,111,119,2,118.85,5,1,0,1.4536817102137767,66,0,53,0,1,13.64,0.27441194991427065,Low
1362,1362,1362,483,119,4,220.86,3,1,0,1.4536817102137767,54,0,83,2,1,15.54,0.0036054508599920906,Low
1363,1363,1363,276,707,4,139.53,2,1,1,433.0,25,1,37,3,2,41.87,0.9999807255520112,High
1364,1364,1364,62,119,3,175.46,2,1,0,1.4536817102137767,54,1,46,1,2,30.9,0.3957881828378843,Low
1365,1365,1365,703,306,2,422.01,1,2,1,-395.0,43,0,41,3,1,1.72,0.9999968606645491,High
1366,1366,1366,526,706,1,443.31,3,1,1,182.0,66,1,72,0,0,23.37,0.9999993070715206,High
1367,1367,1367,62,119,3,21.87,3,1,0,1.4536817102137767,49,1,0,1,1,19.01,0.6483907724888197,Low
1368,1368,1368,30,634,0,385.4,5,3,1,606.0,58,0,61,2,1,20.67,0.998738221044283,High
1369,1369,1369,249,471,3,327.77,1,2,1,224.0,23,1,89,2,0,25.27,0.9997079028070872,High
1370,1370,1370,405,461,2,416.91,5,1,1,58.0,67,1,48,0,2,0.12,0.9996191539734997,High
1371,1371,1371,600,119,1,177.07,3,1,0,1.4536817102137767,60,0,97,1,2,9.73,0.0013441777892741536,Low
1372,1372,1372,566,243,1,425.98,1,2,1,-321.0,67,1,27,2,0,29.6,0.9998561954169918,High
1373,1373,1373,498,119,2,155.47,5,1,0,1.4536817102137767,41,0,85,3,2,22.49,0.0023834356499340165,Low
1374,1374,1374,31,119,0,136.58,1,1,0,1.4536817102137767,54,0,59,2,2,4.63,0.752824903849234,High
1375,1375,1375,58,119,4,21.88,3,1,0,1.4536817102137767,21,0,12,3,0,0.58,0.8278014498579177,High
1376,1376,1376,258,721,3,338.37,1,3,1,465.0,21,1,3,1,0,35.96,0.9999990772376843,High
1377,1377,1377,242,426,0,397.05,4,0,1,186.0,25,1,26,0,1,41.63,0.9963382742636686,High
1378,1378,1378,607,587,4,308.02,3,2,1,-18.0,40,1,28,0,2,3.1,0.9999997653758945,High
1379,1379,1379,505,373,4,177.52,3,1,1,-130.0,59,0,28,2,0,16.61,0.9999041432456662,High
1380,1380,1380,466,119,0,85.63,4,1,0,1.4536817102137767,58,1,48,1,0,32.76,0.00969952619893235,Low
1381,1381,1381,529,727,4,458.51,5,0,1,200.0,31,0,30,2,1,26.2,0.9999987867101029,High
1382,1382,1382,159,454,2,199.85,4,1,1,297.0,32,0,76,2,1,11.12,0.9951352348183015,High
1383,1383,1383,221,451,2,268.69,5,3,1,232.0,33,0,25,0,1,9.15,0.999777601123703,High
1384,1384,1384,374,361,3,441.71,1,0,1,-11.0,47,0,53,0,0,25.44,0.9987851557660244,High
1385,1385,1385,515,693,3,205.66,3,0,1,180.0,36,1,63,3,2,39.15,0.9999971885568563,High
1386,1386,1386,342,471,0,276.65,4,3,1,131.0,19,0,80,2,2,7.8,0.9999728025085839,High
1387,1387,1387,23,217,0,439.35,3,3,1,196.0,64,0,53,1,1,14.43,0.658612511764557,Low
1388,1388,1388,104,662,2,459.7,2,3,1,560.0,37,1,28,2,0,25.14,0.9999196130708726,High
1389,1389,1389,116,422,0,98.47,5,3,1,308.0,68,0,87,0,1,0.55,0.9960329626343625,High
1390,1390,1390,532,321,4,336.11,2,2,1,-209.0,29,0,60,0,2,0.83,0.9999714157298888,High
1391,1391,1391,706,194,0,235.13,4,2,1,-510.0,58,0,91,0,1,8.76,0.9999729065048707,High
1392,1392,1392,571,568,2,143.28,1,2,1,-1.0,26,1,32,2,2,8.2,0.9999998166742733,High
1393,1393,1393,664,119,3,374.81,2,1,0,1.4536817102137767,30,1,24,3,1,7.33,0.0012391948980159668,Low
1394,1394,1394,403,119,3,420.96,5,1,0,1.4536817102137767,37,0,65,1,2,33.4,0.0058785687489151745,Low
1395,1395,1395,718,119,3,291.38,5,1,0,1.4536817102137767,29,1,60,1,0,6.63,0.0005144695104839361,Low
1396,1396,1396,289,119,3,318.91,1,1,0,1.4536817102137767,24,0,83,3,0,49.02,0.07650300692480494,Low
1397,1397,1397,447,404,0,96.39,4,2,1,-41.0,67,1,40,3,2,30.25,0.9998429957869778,High
1398,1398,1398,375,119,0,418.93,3,1,0,1.4536817102137767,24,1,82,3,1,17.81,0.023324817864707508,Low
1399,1399,1399,410,119,0,274.43,5,1,0,1.4536817102137767,67,0,55,1,0,41.0,0.007635796032959339,Low
1400,1400,1400,656,115,1,180.4,3,1,1,-540.0,58,1,1,1,2,42.25,0.9994397466937002,High
1401,1401,1401,475,119,3,149.0,2,1,0,1.4536817102137767,46,0,73,1,1,26.65,0.010243348920999422,Low
1402,1402,1402,329,580,3,433.82,3,1,1,253.0,31,1,16,2,1,1.85,0.9999556263364725,High
1403,1403,1403,611,245,1,290.21,1,0,1,-364.0,24,0,55,0,1,34.84,0.9999314313617356,High
1404,1404,1404,95,32,1,63.51,2,2,1,-63.0,26,1,12,0,0,37.05,0.590260813081243,Low
1405,1405,1405,135,322,4,129.08,2,1,1,189.0,18,0,19,2,1,32.5,0.9789330296438178,High
1406,1406,1406,722,119,0,95.76,5,1,0,1.4536817102137767,51,0,50,0,1,10.09,0.0008336335839441212,Low
1407,1407,1407,700,119,0,156.13,2,1,0,1.4536817102137767,31,1,30,0,2,11.14,0.0028009468301221124,Low
1408,1408,1408,213,289,0,474.99,3,0,1,78.0,66,0,57,1,2,0.33,0.8847605480508958,High
1409,1409,1409,367,241,3,46.68,3,2,1,-124.0,28,0,70,0,1,1.61,0.9993171989945461,High
1410,1410,1410,564,119,3,179.21,4,1,0,1.4536817102137767,69,1,74,0,1,27.61,0.0009489071062877642,Low
1411,1411,1411,388,119,1,285.76,3,1,0,1.4536817102137767,35,1,60,0,0,39.71,0.033250754996862954,Low
1412,1412,1412,170,357,4,375.48,1,3,1,189.0,63,1,31,1,0,11.86,0.995582099340189,High
1413,1413,1413,11,119,4,380.47,1,1,0,1.4536817102137767,57,1,31,1,0,30.43,0.5820498673583697,Low
1414,1414,1414,578,553,3,99.37,5,0,1,-23.0,56,0,7,0,0,38.78,0.999996354080617,High
1415,1415,1415,411,119,1,263.33,5,1,0,1.4536817102137767,35,0,84,2,2,28.2,0.008214075062068305,Low
1416,1416,1416,59,593,1,340.16,3,0,1,536.0,36,1,0,0,0,34.94,0.9969632520770204,High
1417,1417,1417,711,119,1,73.71,2,1,0,1.4536817102137767,54,0,38,1,1,45.5,0.0009031703817646391,Low
1418,1418,1418,177,105,3,223.75,4,0,1,-71.0,57,0,24,1,1,34.88,0.20714884874507533,Low
1419,1419,1419,268,119,2,25.44,2,1,0,1.4536817102137767,55,0,38,3,0,43.97,0.10196034213876982,Low
1420,1420,1420,493,194,2,266.95,4,1,1,-297.0,59,1,40,1,2,19.08,0.9958451328465284,High
1421,1421,1421,280,119,1,391.29,1,1,0,1.4536817102137767,46,1,72,0,0,14.91,0.13302253459752372,Low
1422,1422,1422,105,371,3,192.06,1,1,1,268.0,51,1,59,0,0,11.36,0.9781975872886277,High
1423,1423,1423,413,725,1,92.93,5,2,1,314.0,69,1,76,2,0,7.98,0.9999985542366981,High
1424,1424,1424,151,119,1,428.2,3,1,0,1.4536817102137767,49,0,23,1,1,23.91,0.2711492490920911,Low
1425,1425,1425,307,119,3,467.29,4,1,0,1.4536817102137767,20,1,75,3,0,45.19,0.021149841147494665,Low
1426,1426,1426,170,119,2,305.65,4,1,0,1.4536817102137767,31,0,90,3,1,6.74,0.16851869490881785,Low
1427,1427,1427,666,211,4,359.97,2,3,1,-453.0,61,0,28,1,0,41.14,0.9999750929016212,High
1428,1428,1428,522,119,4,349.88,3,1,0,1.4536817102137767,65,1,97,0,2,33.13,0.0007904864871068561,Low
1429,1429,1429,403,119,3,44.52,2,1,0,1.4536817102137767,30,1,46,2,0,20.1,0.05058959852298826,Low
1430,1430,1430,477,119,0,257.02,3,1,0,1.4536817102137767,31,0,31,2,0,39.61,0.01880042946952938,Low
1431,1431,1431,89,480,1,139.65,2,2,1,393.0,20,1,28,3,1,42.01,0.9978880930181024,High
1432,1432,1432,705,719,4,259.22,2,2,1,16.0,55,0,77,2,1,48.43,0.9999999798868513,High
1433,1433,1433,679,250,1,379.27,3,1,1,-427.0,25,1,32,1,1,49.39,0.9999676465414752,High
1434,1434,1434,177,85,0,252.54,5,3,1,-91.0,28,1,57,3,2,15.32,0.7369353262047941,High
1435,1435,1435,442,710,3,78.23,5,2,1,270.0,35,0,87,1,0,36.67,0.9999993950158123,High
1436,1436,1436,44,450,3,460.98,1,0,1,408.0,48,0,76,1,1,39.1,0.8779358172868713,High
1437,1437,1437,76,204,2,294.17,3,0,1,130.0,35,1,36,2,1,36.87,0.25546113066242987,Low
1438,1438,1438,525,119,3,146.33,4,1,0,1.4536817102137767,58,1,35,2,1,27.43,0.00206025369771178,Low
1439,1439,1439,668,119,1,62.42,3,1,0,1.4536817102137767,51,1,21,1,2,44.83,0.0009170106120555973,Low
1440,1440,1440,424,570,4,316.76,3,0,1,148.0,63,1,65,3,1,41.31,0.9997702123571212,High
1441,1441,1441,579,379,0,183.44,2,0,1,-198.0,61,0,33,3,2,38.57,0.9999224819772919,High
1442,1442,1442,330,628,4,490.27,3,1,1,300.0,32,0,67,2,2,38.89,0.9999227347243415,High
1443,1443,1443,399,119,1,229.06,5,1,0,1.4536817102137767,33,0,22,0,1,31.38,0.03338121125254523,Low
1444,1444,1444,231,265,4,300.55,1,1,1,36.0,54,1,63,3,2,14.66,0.9210213056294706,High
1445,1445,1445,667,283,3,108.41,2,3,1,-382.0,53,0,92,3,0,14.22,0.999994488006651,High
1446,1446,1446,632,587,2,212.84,1,2,1,-43.0,24,1,14,1,0,9.69,0.999999974499119,High
1447,1447,1447,151,119,1,411.48,2,1,0,1.4536817102137767,55,0,33,0,1,25.63,0.31653627635803716,Low
1448,1448,1448,506,110,3,10.79,1,1,1,-395.0,66,1,39,3,0,31.73,0.9946883532969389,High
1449,1449,1449,141,119,0,139.15,3,1,0,1.4536817102137767,42,0,79,3,1,28.56,0.29516096578551454,Low
1450,1450,1450,410,119,2,476.27,1,1,0,1.4536817102137767,33,1,85,3,0,16.49,0.016216296003473515,Low
1451,1451,1451,209,146,3,470.77,4,3,1,-61.0,67,1,15,1,0,3.66,0.8833009350224569,High
1452,1452,1452,438,119,2,138.83,4,1,0,1.4536817102137767,47,0,17,1,0,36.11,0.018945127854524665,Low
1453,1453,1453,323,119,2,242.09,4,1,0,1.4536817102137767,42,0,48,2,0,10.74,0.057501667360062125,Low
1454,1454,1454,271,287,1,471.26,3,2,1,18.0,52,1,27,3,2,20.11,0.9847499856138995,High
1455,1455,1455,650,119,3,290.74,4,1,0,1.4536817102137767,31,1,23,3,0,1.09,0.0013700308344099142,Low
1456,1456,1456,627,394,1,235.29,2,3,1,-231.0,25,1,11,0,1,16.98,0.9999996777921812,High
1457,1457,1457,661,320,1,101.39,4,2,1,-339.0,43,0,66,0,0,35.8,0.9999958231746638,High
1458,1458,1458,639,119,2,49.58,4,1,0,1.4536817102137767,57,1,93,1,2,33.69,0.000441934031699544,Low
1459,1459,1459,415,218,0,359.17,4,3,1,-195.0,28,1,3,3,0,29.07,0.9995014472262627,High
1460,1460,1460,279,126,1,131.54,5,1,1,-152.0,40,1,38,3,0,25.91,0.8553733151106941,High
1461,1461,1461,581,121,3,229.71,5,0,1,-459.0,37,1,93,3,0,26.93,0.9904862240756225,High
1462,1462,1462,249,119,2,182.12,1,1,0,1.4536817102137767,47,1,94,0,2,31.24,0.10214449720179061,Low
1463,1463,1463,115,594,4,116.28,3,0,1,481.0,51,1,0,0,2,11.97,0.9977906056224591,High
1464,1464,1464,330,119,3,129.4,2,1,0,1.4536817102137767,37,1,14,2,1,39.91,0.06080258794357299,Low
1465,1465,1465,528,119,4,373.07,3,1,0,1.4536817102137767,46,1,12,0,2,17.32,0.003366295756180556,Low
1466,1466,1466,486,119,1,184.37,5,1,0,1.4536817102137767,30,1,14,3,0,37.73,0.007645071617814733,Low
1467,1467,1467,306,216,0,481.46,4,3,1,-88.0,67,0,61,1,2,9.73,0.9880035456735659,High
1468,1468,1468,226,119,1,208.57,4,1,0,1.4536817102137767,63,1,28,2,2,20.51,0.05946106871196979,Low
1469,1469,1469,317,64,4,400.5,5,1,1,-253.0,67,0,69,2,2,22.24,0.3374163287654084,Low
1470,1470,1470,311,119,4,370.67,5,1,0,1.4536817102137767,66,0,38,2,0,9.61,0.015430143561405107,Low
1471,1471,1471,549,629,3,58.77,2,0,1,82.0,69,1,23,0,0,6.57,0.999999036270407,High
1472,1472,1472,689,119,3,290.49,3,1,0,1.4536817102137767,51,1,53,1,0,1.71,0.0007255373314633126,Low
1473,1473,1473,323,459,0,160.3,4,2,1,138.0,62,0,7,3,0,3.16,0.9998878671623179,High
1474,1474,1474,199,293,1,77.04,5,1,1,96.0,48,1,14,3,2,45.53,0.9193097558576017,High
1475,1475,1475,22,119,3,390.03,4,1,0,1.4536817102137767,69,0,74,2,2,3.43,0.22871001212076117,Low
1476,1476,1476,162,445,3,255.38,2,2,1,285.0,61,0,81,2,1,46.05,0.992380822713264,High
1477,1477,1477,502,119,1,409.36,3,1,0,1.4536817102137767,39,1,46,2,1,4.36,0.006302983779317195,Low
1478,1478,1478,92,119,4,182.27,2,1,0,1.4536817102137767,63,0,83,2,0,9.61,0.3245428807551105,Low
1479,1479,1479,478,499,0,272.24,5,1,1,23.0,62,1,38,0,0,8.95,0.9999799177499492,High
1480,1480,1480,192,677,3,18.23,3,2,1,487.0,40,1,36,0,2,32.1,0.9999696197837956,High
1481,1481,1481,288,119,0,73.65,4,1,0,1.4536817102137767,64,0,48,1,0,44.91,0.06441871313465916,Low
1482,1482,1482,576,700,3,458.88,1,3,1,126.0,35,1,41,1,1,39.0,0.9999999683532598,High
1483,1483,1483,13,574,3,40.5,1,1,1,563.0,67,0,68,3,1,47.0,0.9842342657659546,High
1484,1484,1484,291,119,2,377.28,2,1,0,1.4536817102137767,25,1,48,0,1,2.42,0.167283299121402,Low
1485,1485,1485,330,119,1,427.57,2,1,0,1.4536817102137767,35,0,8,1,2,12.44,0.09275096088378672,Low
1486,1486,1486,681,119,1,478.82,1,1,0,1.4536817102137767,22,0,50,0,2,15.97,0.0025108731631594966,Low
1487,1487,1487,460,195,3,448.98,2,1,1,-263.0,56,0,2,0,2,1.76,0.9977861602109911,High
1488,1488,1488,253,584,3,256.97,3,1,1,333.0,19,0,22,2,0,47.64,0.9999131311748445,High
1489,1489,1489,610,119,0,233.03,1,1,0,1.4536817102137767,66,0,11,0,0,45.11,0.004345455679442163,Low
1490,1490,1490,323,119,2,275.51,3,1,0,1.4536817102137767,51,0,91,0,2,45.33,0.02135509137774899,Low
1491,1491,1491,279,330,2,170.48,3,3,1,53.0,67,0,43,3,2,40.25,0.9964845245402647,High
1492,1492,1492,134,418,4,498.15,2,2,1,286.0,22,1,39,1,2,43.65,0.9903189972847833,High
